feature,n,sorting policy,rank,prob
sentcomp,10,neg-abs_rl,63,0.003
sentcomp,10,neg-abs_rl,64,0.005
sentcomp,10,neg-abs_rt,43,0.001
sentcomp,10,neg-abs_rt,48,0.001
sentcomp,10,neg-abs_rt,49,0.002
sentcomp,10,neg-abs_rt,50,0.002
sentcomp,10,neg-abs_rt,51,0.012
sentcomp,10,neg-abs_rt,52,0.129
sentcomp,10,neg-abs_rt,53,0.559
sentcomp,10,neg-abs_rt,54,0.204
sentcomp,10,neg-abs_rt,55,0.048
sentcomp,10,neg-abs_rt,56,0.042
sentcomp,10,pin-pred-lr_pinned_rh,22,0.001
sentcomp,10,pin-pred-lr_pinned_rh,24,0.003
sentcomp,10,pin-pred-lr_pinned_rh,25,0.001
sentcomp,10,pin-pred-lr_pinned_rh,26,0.003
sentcomp,10,pin-pred-lr_pinned_rh,27,0.002
sentcomp,10,pin-pred-lr_pinned_rh,28,0.01
sentcomp,10,pin-pred-lr_pinned_rh,29,0.025
sentcomp,10,pin-pred-lr_pinned_rh,30,0.044
sentcomp,10,pin-pred-lr_pinned_rh,31,0.069
sentcomp,10,pin-pred-lr_pinned_rh,32,0.107
sentcomp,10,pin-pred-lr_pinned_rh,33,0.148
sentcomp,10,pin-pred-lr_pinned_rh,34,0.142
sentcomp,10,pin-pred-lr_pinned_rh,35,0.151
sentcomp,10,pin-pred-lr_pinned_rh,36,0.085
sentcomp,10,pin-pred-lr_pinned_rh,37,0.084
sentcomp,10,pin-pred-lr_pinned_rh,38,0.048
sentcomp,10,pin-pred-lr_pinned_rh,39,0.032
sentcomp,10,pin-pred-lr_pinned_rh,40,0.024
sentcomp,10,pin-pred-lr_pinned_rh,41,0.009
sentcomp,10,pin-pred-lr_pinned_rh,42,0.008
sentcomp,10,pin-pred-lr_pinned_rh,43,0.002
sentcomp,10,pin-pred-lr_pinned_rh,44,0.002
sentcomp,10,pin-pred-lr_pinned_rl,22,0.001
sentcomp,10,pin-pred-lr_pinned_rl,23,0.001
sentcomp,10,pin-pred-lr_pinned_rl,25,0.002
sentcomp,10,pin-pred-lr_pinned_rl,26,0.005
sentcomp,10,pin-pred-lr_pinned_rl,27,0.01
sentcomp,10,pin-pred-lr_pinned_rl,28,0.017
sentcomp,10,pin-pred-lr_pinned_rl,29,0.028
sentcomp,10,pin-pred-lr_pinned_rl,30,0.064
sentcomp,10,pin-pred-lr_pinned_rl,31,0.094
sentcomp,10,pin-pred-lr_pinned_rl,32,0.142
sentcomp,10,pin-pred-lr_pinned_rl,33,0.132
sentcomp,10,pin-pred-lr_pinned_rl,34,0.157
sentcomp,10,pin-pred-lr_pinned_rl,35,0.114
sentcomp,10,pin-pred-lr_pinned_rl,36,0.084
sentcomp,10,pin-pred-lr_pinned_rl,37,0.061
sentcomp,10,pin-pred-lr_pinned_rl,38,0.04
sentcomp,10,pin-pred-lr_pinned_rl,39,0.022
sentcomp,10,pin-pred-lr_pinned_rl,40,0.012
sentcomp,10,pin-pred-lr_pinned_rl,41,0.009
sentcomp,10,pin-pred-lr_pinned_rl,42,0.003
sentcomp,10,pin-pred-lr_pinned_rl,43,0.002
sentcomp,10,pin-pred-lr_pinned_rt,4,0.001
sentcomp,10,pin-pred-lr_pinned_rt,5,0.001
sentcomp,10,pin-pred-lr_pinned_rt,6,0.01
sentcomp,10,pin-pred-lr_pinned_rt,7,0.012
sentcomp,10,pin-pred-lr_pinned_rt,8,0.024
sentcomp,10,pin-pred-lr_pinned_rt,9,0.026
sentcomp,10,pin-pred-lr_pinned_rt,10,0.035
sentcomp,10,pin-pred-lr_pinned_rt,11,0.066
sentcomp,10,pin-pred-lr_pinned_rt,12,0.074
sentcomp,10,pin-pred-lr_pinned_rt,13,0.068
sentcomp,10,pin-pred-lr_pinned_rt,14,0.072
sentcomp,10,pin-pred-lr_pinned_rt,15,0.082
sentcomp,10,pin-pred-lr_pinned_rt,16,0.081
sentcomp,10,pin-pred-lr_pinned_rt,17,0.079
sentcomp,10,pin-pred-lr_pinned_rt,18,0.072
sentcomp,10,pin-pred-lr_pinned_rt,19,0.072
sentcomp,10,pin-pred-lr_pinned_rt,20,0.055
sentcomp,10,pin-pred-lr_pinned_rt,21,0.039
sentcomp,10,pin-pred-lr_pinned_rt,22,0.041
sentcomp,10,pin-pred-lr_pinned_rt,23,0.028
sentcomp,10,pin-pred-lr_pinned_rt,24,0.018
sentcomp,10,pin-pred-lr_pinned_rt,25,0.014
sentcomp,10,pin-pred-lr_pinned_rt,26,0.014
sentcomp,10,pin-pred-lr_pinned_rt,27,0.005
sentcomp,10,pin-pred-lr_pinned_rt,28,0.004
sentcomp,10,pin-pred-lr_pinned_rt,29,0.006
sentcomp,10,pin-pred-lr_pinned_rt,30,0.001
sentcomp,10,pin-pred-lr_rh,20,0.002
sentcomp,10,pin-pred-lr_rh,21,0.004
sentcomp,10,pin-pred-lr_rh,22,0.002
sentcomp,10,pin-pred-lr_rh,23,0.003
sentcomp,10,pin-pred-lr_rh,24,0.002
sentcomp,10,pin-pred-lr_rh,25,0.007
sentcomp,10,pin-pred-lr_rh,26,0.013
sentcomp,10,pin-pred-lr_rh,27,0.015
sentcomp,10,pin-pred-lr_rh,28,0.038
sentcomp,10,pin-pred-lr_rh,29,0.071
sentcomp,10,pin-pred-lr_rh,30,0.132
sentcomp,10,pin-pred-lr_rh,31,0.119
sentcomp,10,pin-pred-lr_rh,32,0.18
sentcomp,10,pin-pred-lr_rh,33,0.096
sentcomp,10,pin-pred-lr_rh,34,0.119
sentcomp,10,pin-pred-lr_rh,35,0.069
sentcomp,10,pin-pred-lr_rh,36,0.041
sentcomp,10,pin-pred-lr_rh,37,0.034
sentcomp,10,pin-pred-lr_rh,38,0.015
sentcomp,10,pin-pred-lr_rh,39,0.016
sentcomp,10,pin-pred-lr_rh,40,0.012
sentcomp,10,pin-pred-lr_rh,41,0.005
sentcomp,10,pin-pred-lr_rh,42,0.004
sentcomp,10,pin-pred-lr_rh,43,0.001
sentcomp,10,pin-pred-lr_rl,20,0.002
sentcomp,10,pin-pred-lr_rl,21,0.004
sentcomp,10,pin-pred-lr_rl,22,0.002
sentcomp,10,pin-pred-lr_rl,23,0.003
sentcomp,10,pin-pred-lr_rl,24,0.002
sentcomp,10,pin-pred-lr_rl,25,0.007
sentcomp,10,pin-pred-lr_rl,26,0.013
sentcomp,10,pin-pred-lr_rl,27,0.015
sentcomp,10,pin-pred-lr_rl,28,0.038
sentcomp,10,pin-pred-lr_rl,29,0.071
sentcomp,10,pin-pred-lr_rl,30,0.132
sentcomp,10,pin-pred-lr_rl,31,0.119
sentcomp,10,pin-pred-lr_rl,32,0.18
sentcomp,10,pin-pred-lr_rl,33,0.096
sentcomp,10,pin-pred-lr_rl,34,0.119
sentcomp,10,pin-pred-lr_rl,35,0.069
sentcomp,10,pin-pred-lr_rl,36,0.041
sentcomp,10,pin-pred-lr_rl,37,0.034
sentcomp,10,pin-pred-lr_rl,38,0.015
sentcomp,10,pin-pred-lr_rl,39,0.016
sentcomp,10,pin-pred-lr_rl,40,0.012
sentcomp,10,pin-pred-lr_rl,41,0.005
sentcomp,10,pin-pred-lr_rl,42,0.004
sentcomp,10,pin-pred-lr_rl,43,0.001
sentcomp,10,pin-pred-lr_rt,3,0.002
sentcomp,10,pin-pred-lr_rt,4,0.002
sentcomp,10,pin-pred-lr_rt,5,0.017
sentcomp,10,pin-pred-lr_rt,6,0.012
sentcomp,10,pin-pred-lr_rt,7,0.022
sentcomp,10,pin-pred-lr_rt,8,0.04
sentcomp,10,pin-pred-lr_rt,9,0.044
sentcomp,10,pin-pred-lr_rt,10,0.082
sentcomp,10,pin-pred-lr_rt,11,0.083
sentcomp,10,pin-pred-lr_rt,12,0.077
sentcomp,10,pin-pred-lr_rt,13,0.078
sentcomp,10,pin-pred-lr_rt,14,0.086
sentcomp,10,pin-pred-lr_rt,15,0.069
sentcomp,10,pin-pred-lr_rt,16,0.059
sentcomp,10,pin-pred-lr_rt,17,0.052
sentcomp,10,pin-pred-lr_rt,18,0.046
sentcomp,10,pin-pred-lr_rt,19,0.045
sentcomp,10,pin-pred-lr_rt,20,0.042
sentcomp,10,pin-pred-lr_rt,21,0.032
sentcomp,10,pin-pred-lr_rt,22,0.035
sentcomp,10,pin-pred-lr_rt,23,0.019
sentcomp,10,pin-pred-lr_rt,24,0.028
sentcomp,10,pin-pred-lr_rt,25,0.009
sentcomp,10,pin-pred-lr_rt,26,0.009
sentcomp,10,pin-pred-lr_rt,27,0.006
sentcomp,10,pin-pred-lr_rt,28,0.003
sentcomp,10,pin-pred-lr_rt,30,0.001
sentcomp,10,pin-pred-xgb_pinned_rh,32,0.001
sentcomp,10,pin-pred-xgb_pinned_rh,33,0.002
sentcomp,10,pin-pred-xgb_pinned_rh,34,0.006
sentcomp,10,pin-pred-xgb_pinned_rh,35,0.013
sentcomp,10,pin-pred-xgb_pinned_rh,36,0.013
sentcomp,10,pin-pred-xgb_pinned_rh,37,0.04
sentcomp,10,pin-pred-xgb_pinned_rh,38,0.064
sentcomp,10,pin-pred-xgb_pinned_rh,39,0.127
sentcomp,10,pin-pred-xgb_pinned_rh,40,0.135
sentcomp,10,pin-pred-xgb_pinned_rh,41,0.147
sentcomp,10,pin-pred-xgb_pinned_rh,42,0.114
sentcomp,10,pin-pred-xgb_pinned_rh,43,0.111
sentcomp,10,pin-pred-xgb_pinned_rh,44,0.074
sentcomp,10,pin-pred-xgb_pinned_rh,45,0.059
sentcomp,10,pin-pred-xgb_pinned_rh,46,0.036
sentcomp,10,pin-pred-xgb_pinned_rh,47,0.028
sentcomp,10,pin-pred-xgb_pinned_rh,48,0.013
sentcomp,10,pin-pred-xgb_pinned_rh,49,0.012
sentcomp,10,pin-pred-xgb_pinned_rh,50,0.004
sentcomp,10,pin-pred-xgb_pinned_rh,51,0.001
sentcomp,10,pin-pred-xgb_pinned_rl,30,0.001
sentcomp,10,pin-pred-xgb_pinned_rl,31,0.002
sentcomp,10,pin-pred-xgb_pinned_rl,32,0.008
sentcomp,10,pin-pred-xgb_pinned_rl,33,0.011
sentcomp,10,pin-pred-xgb_pinned_rl,34,0.028
sentcomp,10,pin-pred-xgb_pinned_rl,35,0.029
sentcomp,10,pin-pred-xgb_pinned_rl,36,0.065
sentcomp,10,pin-pred-xgb_pinned_rl,37,0.073
sentcomp,10,pin-pred-xgb_pinned_rl,38,0.14
sentcomp,10,pin-pred-xgb_pinned_rl,39,0.151
sentcomp,10,pin-pred-xgb_pinned_rl,40,0.139
sentcomp,10,pin-pred-xgb_pinned_rl,41,0.096
sentcomp,10,pin-pred-xgb_pinned_rl,42,0.099
sentcomp,10,pin-pred-xgb_pinned_rl,43,0.061
sentcomp,10,pin-pred-xgb_pinned_rl,44,0.038
sentcomp,10,pin-pred-xgb_pinned_rl,45,0.026
sentcomp,10,pin-pred-xgb_pinned_rl,46,0.013
sentcomp,10,pin-pred-xgb_pinned_rl,47,0.013
sentcomp,10,pin-pred-xgb_pinned_rl,48,0.004
sentcomp,10,pin-pred-xgb_pinned_rl,49,0.002
sentcomp,10,pin-pred-xgb_pinned_rl,50,0.001
sentcomp,10,pin-pred-xgb_pinned_rt,9,0.001
sentcomp,10,pin-pred-xgb_pinned_rt,10,0.002
sentcomp,10,pin-pred-xgb_pinned_rt,11,0.002
sentcomp,10,pin-pred-xgb_pinned_rt,12,0.006
sentcomp,10,pin-pred-xgb_pinned_rt,13,0.011
sentcomp,10,pin-pred-xgb_pinned_rt,14,0.016
sentcomp,10,pin-pred-xgb_pinned_rt,15,0.017
sentcomp,10,pin-pred-xgb_pinned_rt,16,0.02
sentcomp,10,pin-pred-xgb_pinned_rt,17,0.024
sentcomp,10,pin-pred-xgb_pinned_rt,18,0.044
sentcomp,10,pin-pred-xgb_pinned_rt,19,0.064
sentcomp,10,pin-pred-xgb_pinned_rt,20,0.083
sentcomp,10,pin-pred-xgb_pinned_rt,21,0.069
sentcomp,10,pin-pred-xgb_pinned_rt,22,0.071
sentcomp,10,pin-pred-xgb_pinned_rt,23,0.086
sentcomp,10,pin-pred-xgb_pinned_rt,24,0.092
sentcomp,10,pin-pred-xgb_pinned_rt,25,0.086
sentcomp,10,pin-pred-xgb_pinned_rt,26,0.084
sentcomp,10,pin-pred-xgb_pinned_rt,27,0.073
sentcomp,10,pin-pred-xgb_pinned_rt,28,0.068
sentcomp,10,pin-pred-xgb_pinned_rt,29,0.044
sentcomp,10,pin-pred-xgb_pinned_rt,30,0.017
sentcomp,10,pin-pred-xgb_pinned_rt,31,0.007
sentcomp,10,pin-pred-xgb_pinned_rt,32,0.004
sentcomp,10,pin-pred-xgb_pinned_rt,33,0.004
sentcomp,10,pin-pred-xgb_pinned_rt,35,0.003
sentcomp,10,pin-pred-xgb_pinned_rt,37,0.002
sentcomp,10,pin-pred-xgb_rh,24,0.001
sentcomp,10,pin-pred-xgb_rh,26,0.001
sentcomp,10,pin-pred-xgb_rh,27,0.003
sentcomp,10,pin-pred-xgb_rh,28,0.003
sentcomp,10,pin-pred-xgb_rh,29,0.008
sentcomp,10,pin-pred-xgb_rh,30,0.025
sentcomp,10,pin-pred-xgb_rh,31,0.06
sentcomp,10,pin-pred-xgb_rh,32,0.051
sentcomp,10,pin-pred-xgb_rh,33,0.093
sentcomp,10,pin-pred-xgb_rh,34,0.064
sentcomp,10,pin-pred-xgb_rh,35,0.106
sentcomp,10,pin-pred-xgb_rh,36,0.091
sentcomp,10,pin-pred-xgb_rh,37,0.167
sentcomp,10,pin-pred-xgb_rh,38,0.125
sentcomp,10,pin-pred-xgb_rh,39,0.078
sentcomp,10,pin-pred-xgb_rh,40,0.047
sentcomp,10,pin-pred-xgb_rh,41,0.033
sentcomp,10,pin-pred-xgb_rh,42,0.023
sentcomp,10,pin-pred-xgb_rh,43,0.006
sentcomp,10,pin-pred-xgb_rh,44,0.01
sentcomp,10,pin-pred-xgb_rh,45,0.002
sentcomp,10,pin-pred-xgb_rh,46,0.003
sentcomp,10,pin-pred-xgb_rl,23,0.001
sentcomp,10,pin-pred-xgb_rl,24,0.002
sentcomp,10,pin-pred-xgb_rl,26,0.004
sentcomp,10,pin-pred-xgb_rl,27,0.013
sentcomp,10,pin-pred-xgb_rl,28,0.015
sentcomp,10,pin-pred-xgb_rl,29,0.028
sentcomp,10,pin-pred-xgb_rl,30,0.081
sentcomp,10,pin-pred-xgb_rl,31,0.07
sentcomp,10,pin-pred-xgb_rl,32,0.12
sentcomp,10,pin-pred-xgb_rl,33,0.075
sentcomp,10,pin-pred-xgb_rl,34,0.12
sentcomp,10,pin-pred-xgb_rl,35,0.082
sentcomp,10,pin-pred-xgb_rl,36,0.147
sentcomp,10,pin-pred-xgb_rl,37,0.11
sentcomp,10,pin-pred-xgb_rl,38,0.06
sentcomp,10,pin-pred-xgb_rl,39,0.032
sentcomp,10,pin-pred-xgb_rl,40,0.019
sentcomp,10,pin-pred-xgb_rl,41,0.012
sentcomp,10,pin-pred-xgb_rl,42,0.002
sentcomp,10,pin-pred-xgb_rl,43,0.006
sentcomp,10,pin-pred-xgb_rl,44,0.001
sentcomp,10,pin-pred-xgb_rt,2,0.001
sentcomp,10,pin-pred-xgb_rt,3,0.002
sentcomp,10,pin-pred-xgb_rt,4,0.003
sentcomp,10,pin-pred-xgb_rt,5,0.018
sentcomp,10,pin-pred-xgb_rt,6,0.037
sentcomp,10,pin-pred-xgb_rt,7,0.058
sentcomp,10,pin-pred-xgb_rt,8,0.044
sentcomp,10,pin-pred-xgb_rt,9,0.08
sentcomp,10,pin-pred-xgb_rt,10,0.089
sentcomp,10,pin-pred-xgb_rt,11,0.104
sentcomp,10,pin-pred-xgb_rt,12,0.093
sentcomp,10,pin-pred-xgb_rt,13,0.074
sentcomp,10,pin-pred-xgb_rt,14,0.077
sentcomp,10,pin-pred-xgb_rt,15,0.064
sentcomp,10,pin-pred-xgb_rt,16,0.059
sentcomp,10,pin-pred-xgb_rt,17,0.036
sentcomp,10,pin-pred-xgb_rt,18,0.027
sentcomp,10,pin-pred-xgb_rt,19,0.023
sentcomp,10,pin-pred-xgb_rt,20,0.023
sentcomp,10,pin-pred-xgb_rt,21,0.024
sentcomp,10,pin-pred-xgb_rt,22,0.016
sentcomp,10,pin-pred-xgb_rt,23,0.013
sentcomp,10,pin-pred-xgb_rt,24,0.014
sentcomp,10,pin-pred-xgb_rt,25,0.01
sentcomp,10,pin-pred-xgb_rt,26,0.005
sentcomp,10,pin-pred-xgb_rt,27,0.004
sentcomp,10,pin-pred-xgb_rt,28,0.001
sentcomp,10,pin-pred-xgb_rt,29,0.001
sentcomp,10,pos-abs_pinned_rh,34,0.001
sentcomp,10,pos-abs_pinned_rh,35,0.004
sentcomp,10,pos-abs_pinned_rh,36,0.003
sentcomp,10,pos-abs_pinned_rh,37,0.009
sentcomp,10,pos-abs_pinned_rh,38,0.01
sentcomp,10,pos-abs_pinned_rh,39,0.019
sentcomp,10,pos-abs_pinned_rh,40,0.055
sentcomp,10,pos-abs_pinned_rh,41,0.093
sentcomp,10,pos-abs_pinned_rh,42,0.105
sentcomp,10,pos-abs_pinned_rh,43,0.153
sentcomp,10,pos-abs_pinned_rh,44,0.161
sentcomp,10,pos-abs_pinned_rh,45,0.184
sentcomp,10,pos-abs_pinned_rh,46,0.12
sentcomp,10,pos-abs_pinned_rh,47,0.059
sentcomp,10,pos-abs_pinned_rh,48,0.018
sentcomp,10,pos-abs_pinned_rh,49,0.006
sentcomp,10,pos-abs_pinned_rl,39,0.001
sentcomp,10,pos-abs_pinned_rl,40,0.006
sentcomp,10,pos-abs_pinned_rl,41,0.007
sentcomp,10,pos-abs_pinned_rl,42,0.028
sentcomp,10,pos-abs_pinned_rl,43,0.038
sentcomp,10,pos-abs_pinned_rl,44,0.119
sentcomp,10,pos-abs_pinned_rl,45,0.134
sentcomp,10,pos-abs_pinned_rl,46,0.203
sentcomp,10,pos-abs_pinned_rl,47,0.195
sentcomp,10,pos-abs_pinned_rl,48,0.167
sentcomp,10,pos-abs_pinned_rl,49,0.08
sentcomp,10,pos-abs_pinned_rl,50,0.02
sentcomp,10,pos-abs_pinned_rl,51,0.002
sentcomp,10,pos-abs_pinned_rt,7,0.002
sentcomp,10,pos-abs_pinned_rt,8,0.001
sentcomp,10,pos-abs_pinned_rt,9,0.006
sentcomp,10,pos-abs_pinned_rt,10,0.01
sentcomp,10,pos-abs_pinned_rt,11,0.019
sentcomp,10,pos-abs_pinned_rt,12,0.023
sentcomp,10,pos-abs_pinned_rt,13,0.047
sentcomp,10,pos-abs_pinned_rt,14,0.064
sentcomp,10,pos-abs_pinned_rt,15,0.077
sentcomp,10,pos-abs_pinned_rt,16,0.072
sentcomp,10,pos-abs_pinned_rt,17,0.094
sentcomp,10,pos-abs_pinned_rt,18,0.089
sentcomp,10,pos-abs_pinned_rt,19,0.077
sentcomp,10,pos-abs_pinned_rt,20,0.079
sentcomp,10,pos-abs_pinned_rt,21,0.076
sentcomp,10,pos-abs_pinned_rt,22,0.061
sentcomp,10,pos-abs_pinned_rt,23,0.055
sentcomp,10,pos-abs_pinned_rt,24,0.046
sentcomp,10,pos-abs_pinned_rt,25,0.033
sentcomp,10,pos-abs_pinned_rt,26,0.028
sentcomp,10,pos-abs_pinned_rt,27,0.024
sentcomp,10,pos-abs_pinned_rt,28,0.011
sentcomp,10,pos-abs_pinned_rt,30,0.003
sentcomp,10,pos-abs_pinned_rt,31,0.001
sentcomp,10,pos-abs_pinned_rt,32,0.001
sentcomp,10,pos-abs_pinned_rt,33,0.001
sentcomp,10,pos-abs_rh,38,0.002
sentcomp,10,pos-abs_rh,40,0.002
sentcomp,10,pos-abs_rh,41,0.006
sentcomp,10,pos-abs_rh,42,0.007
sentcomp,10,pos-abs_rh,43,0.009
sentcomp,10,pos-abs_rh,44,0.021
sentcomp,10,pos-abs_rh,45,0.051
sentcomp,10,pos-abs_rh,46,0.088
sentcomp,10,pos-abs_rh,47,0.109
sentcomp,10,pos-abs_rh,48,0.148
sentcomp,10,pos-abs_rh,49,0.205
sentcomp,10,pos-abs_rh,50,0.314
sentcomp,10,pos-abs_rh,51,0.029
sentcomp,10,pos-abs_rh,52,0.009
sentcomp,10,pos-abs_rl,42,0.002
sentcomp,10,pos-abs_rl,44,0.002
sentcomp,10,pos-abs_rl,45,0.001
sentcomp,10,pos-abs_rl,46,0.002
sentcomp,10,pos-abs_rl,47,0.046
sentcomp,10,pos-abs_rl,48,0.071
sentcomp,10,pos-abs_rl,49,0.111
sentcomp,10,pos-abs_rl,50,0.22
sentcomp,10,pos-abs_rl,51,0.464
sentcomp,10,pos-abs_rl,52,0.057
sentcomp,10,pos-abs_rl,53,0.023
sentcomp,10,pos-abs_rl,54,0.001
sentcomp,10,pos-abs_rt,7,0.004
sentcomp,10,pos-abs_rt,8,0.01
sentcomp,10,pos-abs_rt,9,0.017
sentcomp,10,pos-abs_rt,10,0.018
sentcomp,10,pos-abs_rt,11,0.025
sentcomp,10,pos-abs_rt,12,0.045
sentcomp,10,pos-abs_rt,13,0.039
sentcomp,10,pos-abs_rt,14,0.069
sentcomp,10,pos-abs_rt,15,0.064
sentcomp,10,pos-abs_rt,16,0.076
sentcomp,10,pos-abs_rt,17,0.061
sentcomp,10,pos-abs_rt,18,0.077
sentcomp,10,pos-abs_rt,19,0.061
sentcomp,10,pos-abs_rt,20,0.055
sentcomp,10,pos-abs_rt,21,0.062
sentcomp,10,pos-abs_rt,22,0.056
sentcomp,10,pos-abs_rt,23,0.054
sentcomp,10,pos-abs_rt,24,0.051
sentcomp,10,pos-abs_rt,25,0.045
sentcomp,10,pos-abs_rt,26,0.031
sentcomp,10,pos-abs_rt,27,0.028
sentcomp,10,pos-abs_rt,28,0.024
sentcomp,10,pos-abs_rt,29,0.013
sentcomp,10,pos-abs_rt,30,0.008
sentcomp,10,pos-abs_rt,31,0.002
sentcomp,10,pos-abs_rt,33,0.003
sentcomp,10,pos-abs_rt,34,0.001
sentcomp,10,pos-abs_rt,35,0.001
sentcomp,10,pos-rel_pinned_rh,26,0.003
sentcomp,10,pos-rel_pinned_rh,28,0.003
sentcomp,10,pos-rel_pinned_rh,29,0.003
sentcomp,10,pos-rel_pinned_rh,30,0.015
sentcomp,10,pos-rel_pinned_rh,31,0.012
sentcomp,10,pos-rel_pinned_rh,32,0.029
sentcomp,10,pos-rel_pinned_rh,33,0.041
sentcomp,10,pos-rel_pinned_rh,34,0.063
sentcomp,10,pos-rel_pinned_rh,35,0.067
sentcomp,10,pos-rel_pinned_rh,36,0.129
sentcomp,10,pos-rel_pinned_rh,37,0.107
sentcomp,10,pos-rel_pinned_rh,38,0.154
sentcomp,10,pos-rel_pinned_rh,39,0.111
sentcomp,10,pos-rel_pinned_rh,40,0.122
sentcomp,10,pos-rel_pinned_rh,41,0.073
sentcomp,10,pos-rel_pinned_rh,42,0.039
sentcomp,10,pos-rel_pinned_rh,43,0.018
sentcomp,10,pos-rel_pinned_rh,44,0.008
sentcomp,10,pos-rel_pinned_rh,45,0.003
sentcomp,10,pos-rel_pinned_rl,31,0.001
sentcomp,10,pos-rel_pinned_rl,32,0.004
sentcomp,10,pos-rel_pinned_rl,33,0.002
sentcomp,10,pos-rel_pinned_rl,34,0.007
sentcomp,10,pos-rel_pinned_rl,35,0.009
sentcomp,10,pos-rel_pinned_rl,36,0.012
sentcomp,10,pos-rel_pinned_rl,37,0.022
sentcomp,10,pos-rel_pinned_rl,38,0.038
sentcomp,10,pos-rel_pinned_rl,39,0.082
sentcomp,10,pos-rel_pinned_rl,40,0.093
sentcomp,10,pos-rel_pinned_rl,41,0.147
sentcomp,10,pos-rel_pinned_rl,42,0.156
sentcomp,10,pos-rel_pinned_rl,43,0.152
sentcomp,10,pos-rel_pinned_rl,44,0.136
sentcomp,10,pos-rel_pinned_rl,45,0.07
sentcomp,10,pos-rel_pinned_rl,46,0.048
sentcomp,10,pos-rel_pinned_rl,47,0.02
sentcomp,10,pos-rel_pinned_rl,48,0.001
sentcomp,10,pos-rel_pinned_rt,5,0.002
sentcomp,10,pos-rel_pinned_rt,6,0.006
sentcomp,10,pos-rel_pinned_rt,7,0.011
sentcomp,10,pos-rel_pinned_rt,8,0.025
sentcomp,10,pos-rel_pinned_rt,9,0.043
sentcomp,10,pos-rel_pinned_rt,10,0.06
sentcomp,10,pos-rel_pinned_rt,11,0.075
sentcomp,10,pos-rel_pinned_rt,12,0.088
sentcomp,10,pos-rel_pinned_rt,13,0.101
sentcomp,10,pos-rel_pinned_rt,14,0.093
sentcomp,10,pos-rel_pinned_rt,15,0.083
sentcomp,10,pos-rel_pinned_rt,16,0.08
sentcomp,10,pos-rel_pinned_rt,17,0.074
sentcomp,10,pos-rel_pinned_rt,18,0.063
sentcomp,10,pos-rel_pinned_rt,19,0.053
sentcomp,10,pos-rel_pinned_rt,20,0.039
sentcomp,10,pos-rel_pinned_rt,21,0.03
sentcomp,10,pos-rel_pinned_rt,22,0.025
sentcomp,10,pos-rel_pinned_rt,23,0.019
sentcomp,10,pos-rel_pinned_rt,24,0.016
sentcomp,10,pos-rel_pinned_rt,25,0.009
sentcomp,10,pos-rel_pinned_rt,26,0.004
sentcomp,10,pos-rel_pinned_rt,27,0.001
sentcomp,10,pos-rel_rh,22,0.001
sentcomp,10,pos-rel_rh,29,0.002
sentcomp,10,pos-rel_rh,31,0.003
sentcomp,10,pos-rel_rh,32,0.005
sentcomp,10,pos-rel_rh,33,0.007
sentcomp,10,pos-rel_rh,34,0.009
sentcomp,10,pos-rel_rh,35,0.018
sentcomp,10,pos-rel_rh,36,0.024
sentcomp,10,pos-rel_rh,37,0.026
sentcomp,10,pos-rel_rh,38,0.061
sentcomp,10,pos-rel_rh,39,0.089
sentcomp,10,pos-rel_rh,40,0.086
sentcomp,10,pos-rel_rh,41,0.109
sentcomp,10,pos-rel_rh,42,0.104
sentcomp,10,pos-rel_rh,43,0.125
sentcomp,10,pos-rel_rh,44,0.101
sentcomp,10,pos-rel_rh,45,0.091
sentcomp,10,pos-rel_rh,46,0.078
sentcomp,10,pos-rel_rh,47,0.047
sentcomp,10,pos-rel_rh,48,0.014
sentcomp,10,pos-rel_rl,29,0.001
sentcomp,10,pos-rel_rl,37,0.002
sentcomp,10,pos-rel_rl,38,0.004
sentcomp,10,pos-rel_rl,39,0.004
sentcomp,10,pos-rel_rl,40,0.007
sentcomp,10,pos-rel_rl,41,0.022
sentcomp,10,pos-rel_rl,42,0.018
sentcomp,10,pos-rel_rl,43,0.048
sentcomp,10,pos-rel_rl,44,0.064
sentcomp,10,pos-rel_rl,45,0.114
sentcomp,10,pos-rel_rl,46,0.108
sentcomp,10,pos-rel_rl,47,0.169
sentcomp,10,pos-rel_rl,48,0.193
sentcomp,10,pos-rel_rl,49,0.193
sentcomp,10,pos-rel_rl,50,0.045
sentcomp,10,pos-rel_rl,51,0.006
sentcomp,10,pos-rel_rl,52,0.002
sentcomp,10,pos-rel_rt,4,0.002
sentcomp,10,pos-rel_rt,5,0.02
sentcomp,10,pos-rel_rt,6,0.022
sentcomp,10,pos-rel_rt,7,0.025
sentcomp,10,pos-rel_rt,8,0.045
sentcomp,10,pos-rel_rt,9,0.057
sentcomp,10,pos-rel_rt,10,0.076
sentcomp,10,pos-rel_rt,11,0.081
sentcomp,10,pos-rel_rt,12,0.082
sentcomp,10,pos-rel_rt,13,0.086
sentcomp,10,pos-rel_rt,14,0.087
sentcomp,10,pos-rel_rt,15,0.071
sentcomp,10,pos-rel_rt,16,0.063
sentcomp,10,pos-rel_rt,17,0.056
sentcomp,10,pos-rel_rt,18,0.047
sentcomp,10,pos-rel_rt,19,0.037
sentcomp,10,pos-rel_rt,20,0.033
sentcomp,10,pos-rel_rt,21,0.024
